CensusTract,State,County,Urban,Pop2010,OHU2010,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LA1and20,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP05_10,LALOWI1_10,LALOWI05_10,lapop1,lapop1share,lapop10,lapop10share,lalowi10,lalowi10share,lapop20,lapop20share,lalowi20,lalowi20share,TractLOWI,TractHUNV
25017311800,Massachusetts,Middlesex County,1,3513,979,0,0,0,1,16.6,47130,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1905,149
25017311900,Massachusetts,Middlesex County,1,2429,1077,0,0,0,1,41.6,31058,0,0,0,0,0,0,293,NULL,215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1765,605
25017312000,Massachusetts,Middlesex County,1,2938,969,0,0,1,1,27,45660,0,0,0,0,0,1,2443,NULL,1233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1409,219
25017312100,Massachusetts,Middlesex County,1,3149,1110,0,0,1,1,27.6,36576,0,0,0,0,0,1,3115,NULL,1688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1774,274
25017312200,Massachusetts,Middlesex County,1,4309,1616,0,0,0,1,19.4,71172,0,0,0,0,0,0,2836,92,1024,297,6.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1703,105
25017312300,Massachusetts,Middlesex County,1,4931,2001,0,0,0,1,8.4,76526,0,0,0,0,0,0,3755,35,593,110,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,843,70
25017312400,Massachusetts,Middlesex County,1,2354,911,0,0,0,1,28.7,36477,0,0,0,0,0,0,84,NULL,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1279,270
25017312501,Massachusetts,Middlesex County,1,4464,1712,0,0,0,0,11.2,105580,1,1,1,0,0,1,3504,222,666,1770,39.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,980,179
25017312502,Massachusetts,Middlesex County,1,3960,1607,0,0,0,0,4.9,113618,0,0,0,0,0,1,3032,NULL,496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,642,127
25017313101,Massachusetts,Middlesex County,1,5488,1924,0,0,0,0,9.6,135455,1,1,1,0,0,1,5476,697,718,5384,98.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,938,129
25017313102,Massachusetts,Middlesex County,1,5804,2075,0,0,0,0,3.2,122552,1,1,1,0,0,0,5804,731,734,5785,99.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,738,88
25017314101,Massachusetts,Middlesex County,1,6055,2144,0,0,0,0,8.4,96607,1,1,1,0,0,0,6055,1143,1143,6050,99.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1373,76
25017314102,Massachusetts,Middlesex County,1,7223,2879,0,0,0,0,9.6,92245,1,1,1,0,0,1,6347,337,1057,2585,35.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1348,119
25017314200,Massachusetts,Middlesex County,1,5233,1997,0,0,0,0,5.1,101625,0,0,0,0,0,0,3043,8,957,85,1.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472,126
25017314301,Massachusetts,Middlesex County,1,8011,3024,0,0,0,0,7.7,115678,1,1,1,0,0,1,7174,536,1043,4522,56.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,140
25017314302,Massachusetts,Middlesex County,1,2935,912,0,0,0,0,3.4,131563,1,1,1,0,0,0,2935,307,307,2935,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,337,5
25017315100,Massachusetts,Middlesex County,1,5456,1874,0,0,0,0,8.1,114744,1,1,1,0,0,0,4614,491,672,2798,51.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,803,28
25017315200,Massachusetts,Middlesex County,1,7585,3035,0,0,0,0,7.6,109944,1,1,1,0,0,1,7585,845,845,7580,99.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1003,257
25017315401,Massachusetts,Middlesex County,1,3532,1385,0,0,0,0,5.2,124485,1,1,1,0,0,0,2417,212,473,981,27.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,607,129
25017315402,Massachusetts,Middlesex County,1,2921,961,0,0,0,0,4.2,125956,1,1,1,0,0,0,2921,190,198,2785,95.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217,7
25017315403,Massachusetts,Middlesex County,1,1745,585,0,0,0,0,2,125096,1,1,1,0,0,0,1659,37,106,547,31.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,50
25017315500,Massachusetts,Middlesex County,1,7722,2652,0,0,0,0,4.2,110901,1,1,1,0,0,0,7094,436,701,4302,55.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,781,48
25017316101,Massachusetts,Middlesex County,1,5108,1636,0,0,0,0,3.7,122610,1,1,1,0,0,0,5108,318,318,5108,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,335,26
25017316102,Massachusetts,Middlesex County,1,6060,2192,0,0,0,0,3.6,128606,1,1,1,0,0,0,4746,241,517,1688,27.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,842,82
25017316201,Massachusetts,Middlesex County,1,4104,1386,0,0,0,0,4.7,105221,1,1,1,0,0,0,2674,58,218,832,20.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397,9
25017316202,Massachusetts,Middlesex County,1,4290,1411,0,0,0,0,3.4,115714,1,1,1,0,0,0,4225,311,459,2633,61.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,467,27
25017316300,Massachusetts,Middlesex County,1,8172,3307,0,0,0,0,3.8,103008,1,1,1,0,0,1,6731,420,928,3793,46.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1552,227
25017316400,Massachusetts,Middlesex County,1,6570,1948,0,0,0,0,2.9,118300,1,1,1,0,0,0,6462,291,507,4272,65.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,519,37
25017316500,Massachusetts,Middlesex County,1,5939,2154,0,0,0,0,4.5,113932,1,1,1,0,0,0,5172,261,825,2215,37.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,867,81
25017317101,Massachusetts,Middlesex County,1,6139,2688,0,0,0,0,2.5,138357,1,1,1,0,0,1,6139,354,376,6005,97.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,398,143
25017317102,Massachusetts,Middlesex County,1,4353,1582,0,0,0,0,5,144891,1,1,1,0,0,0,4168,232,314,3349,76.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,353,35
25017317103,Massachusetts,Middlesex County,1,4895,1717,0,0,0,0,3.5,148646,1,1,1,0,0,0,4895,298,298,4895,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,33
25017317201,Massachusetts,Middlesex County,1,2849,1000,0,0,0,0,1.6,156375,1,1,1,0,0,0,2849,426,426,2849,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,428,0
25017317202,Massachusetts,Middlesex County,1,3388,1210,0,0,0,0,3,138824,1,1,1,0,0,0,3344,104,133,2492,73.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,136,27
25017317203,Massachusetts,Middlesex County,1,4003,1573,0,0,0,0,4,142969,0,0,0,0,0,0,2070,22,154,266,6.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,345,150
25017317301,Massachusetts,Middlesex County,1,2627,1155,0,0,0,0,3,111094,0,0,0,0,0,0,1813,53,204,450,17.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299,133
25017317302,Massachusetts,Middlesex County,1,5548,2388,0,0,0,0,6.4,113031,1,1,1,0,0,1,5548,965,989,5443,98.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1019,120
25017318100,Massachusetts,Middlesex County,1,6674,2231,0,0,0,0,2.7,154550,1,1,1,0,0,0,6674,600,600,6674,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,622,0
25017318200,Massachusetts,Middlesex County,1,3853,1402,0,0,0,0,2.6,142938,1,1,1,0,0,0,3853,213,214,3843,99.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,258,17
25017318300,Massachusetts,Middlesex County,1,7516,2551,0,0,0,0,2.1,176250,1,1,1,0,0,0,7091,353,453,5312,70.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,497,33
25017318400,Massachusetts,Middlesex County,1,3908,1314,0,0,0,0,2.9,165938,1,1,1,0,0,0,3570,157,283,2642,67.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,391,85
25017320102,Massachusetts,Middlesex County,0,5040,1671,0,0,0,0,2.5,188167,0,0,0,0,0,0,NULL,NULL,NULL,3534,70.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420,32
25017320103,Massachusetts,Middlesex County,0,2795,991,0,0,0,0,2.2,189688,0,0,0,0,0,0,NULL,NULL,NULL,2795,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,21
25017320104,Massachusetts,Middlesex County,1,7090,2295,0,0,0,0,2.2,195354,1,1,1,0,0,0,7063,463,481,6580,92.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,606,73
25017321100,Massachusetts,Middlesex County,1,6992,2906,0,0,0,0,4.5,116419,1,1,1,0,0,1,4854,320,811,2436,34.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1240,292
25017321200,Massachusetts,Middlesex County,1,6267,2614,1,1,0,1,3.9,82899,1,1,1,0,0,0,3405,85,628,512,8.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1383,69
25017321300,Massachusetts,Middlesex County,1,7497,3134,1,1,0,1,4.8,81458,1,1,1,0,0,0,2874,21,299,856,11.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1948,230
25017321400,Massachusetts,Middlesex County,1,3297,1241,0,0,0,0,4.7,98750,0,0,0,0,0,0,2403,31,363,304,9.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,487,55
25017321500,Massachusetts,Middlesex County,1,6898,2600,0,0,0,0,11,88646,1,1,1,0,0,0,3418,78,576,673,9.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1335,80
25017321600,Massachusetts,Middlesex County,1,7548,2900,0,0,0,0,8,114653,1,1,1,0,0,1,5497,279,685,2167,28.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1049,188
25017322100,Massachusetts,Middlesex County,1,4671,1722,0,0,0,0,2.8,137543,1,1,1,0,0,0,4606,325,365,3854,82.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,381,23
25017322200,Massachusetts,Middlesex County,1,3687,1531,0,0,0,0,4.6,106027,0,0,0,0,0,0,2356,49,293,453,12.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,532,71
25017322300,Massachusetts,Middlesex County,1,6090,2520,0,0,0,0,7.8,105221,1,1,1,0,0,0,5246,295,815,1888,31.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1026,80
25017322400,Massachusetts,Middlesex County,1,4615,1755,0,0,0,0,7,98333,1,1,1,0,0,0,4615,242,525,3172,68.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,607,79
25017323100,Massachusetts,Middlesex County,0,6590,2429,0,0,0,0,3.8,164583,0,0,0,0,0,0,NULL,NULL,NULL,5143,78.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,563,64
25017324101,Massachusetts,Middlesex County,0,4761,1770,0,0,0,0,5.4,137130,0,0,0,0,0,0,NULL,NULL,NULL,2748,57.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,596,87
25017324102,Massachusetts,Middlesex County,1,4163,1527,0,0,0,0,4,146477,1,1,1,0,0,0,4068,396,432,3343,80.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,467,54
25017325100,Massachusetts,Middlesex County,1,7427,3118,0,0,0,0,11,114267,1,1,1,0,0,1,6168,782,1226,4096,55.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1347,174
25017326101,Massachusetts,Middlesex County,0,3896,1365,0,0,0,0,4.6,159432,0,0,0,0,0,0,NULL,NULL,NULL,3452,88.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,498,85
25017326102,Massachusetts,Middlesex County,0,6750,2388,0,0,0,0,4.3,146500,0,0,0,0,0,0,NULL,NULL,NULL,5512,81.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,803,87
25017327101,Massachusetts,Middlesex County,0,3586,1205,0,0,0,0,0.7,135526,0,0,0,0,0,0,NULL,NULL,NULL,3428,95.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312,29
25017327102,Massachusetts,Middlesex County,1,4333,1615,0,0,0,0,7.2,91023,1,1,1,0,0,0,3299,259,444,2085,48.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559,32
25017327103,Massachusetts,Middlesex County,0,3578,1377,0,0,0,0,4.7,118281,0,0,0,0,0,0,NULL,NULL,NULL,2137,59.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,388,109
25017328100,Massachusetts,Middlesex County,0,3179,1063,0,0,0,0,2.5,151667,0,0,0,0,0,0,NULL,NULL,NULL,3162,99.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,19
25017330100,Massachusetts,Middlesex County,1,8231,2804,0,0,0,0,3.9,165430,1,1,1,0,0,0,8174,391,431,7362,89.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,474,13
25017330200,Massachusetts,Middlesex County,1,6661,2635,0,0,0,0,1.6,129083,1,1,1,0,0,0,4243,34,424,525,7.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,623,36
25017331101,Massachusetts,Middlesex County,1,3011,1094,0,0,0,0,2,135000,1,1,1,0,0,0,2863,353,396,2387,79.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460,55
25017331102,Massachusetts,Middlesex County,1,6971,2344,0,0,0,0,1.1,128701,1,1,1,0,0,0,4657,337,466,3030,43.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,645,55
25017331200,Massachusetts,Middlesex County,1,5346,1802,0,0,0,0,3.5,130313,1,1,1,0,0,0,4525,242,389,2784,52.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,464,50
25017331300,Massachusetts,Middlesex County,1,6997,2292,0,0,0,0,3.3,135660,1,1,1,0,0,1,6066,450,744,3425,48.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,868,150
25017332100,Massachusetts,Middlesex County,1,5972,2017,0,0,0,0,0.8,144737,1,1,1,0,0,0,5119,33,112,3142,52.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291,16
25017332200,Massachusetts,Middlesex County,1,8376,3378,0,0,0,0,5.2,122660,0,0,0,0,0,0,5948,46,851,451,5.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1233,121
