CensusTract,State,County,Urban,Pop2010,OHU2010,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LA1and20,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP05_10,LALOWI1_10,LALOWI05_10,lapop1,lapop1share,lapop10,lapop10share,lalowi10,lalowi10share,lapop20,lapop20share,lalowi20,lalowi20share,TractLOWI,TractHUNV
25017366100,Massachusetts,Middlesex County,1,4697,1791,0,0,0,0,2.8,183889,1,1,1,0,0,0,3724,82,222,1342,28.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295,96
25017366201,Massachusetts,Middlesex County,1,3598,1212,0,0,0,0,5.6,250001,1,1,1,0,0,0,3460,194,231,2901,80.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247,9
25017366202,Massachusetts,Middlesex County,1,4699,1805,0,0,0,0,1.5,232500,1,1,1,0,0,0,4568,170,204,3838,81.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,233,111
25017367100,Massachusetts,Middlesex County,1,3959,1399,0,0,0,0,4.8,245938,1,1,1,0,0,0,3802,223,290,2574,65.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,340,0
25017367200,Massachusetts,Middlesex County,1,7302,2377,0,0,0,0,8.3,222847,1,1,1,0,0,1,6887,776,897,5651,77.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,849,183
25017368101,Massachusetts,Middlesex County,1,6101,2643,0,0,0,0,13.9,128581,1,1,1,0,0,1,4090,30,565,877,14.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1175,144
25017368102,Massachusetts,Middlesex County,1,3627,1385,0,0,0,0,3.3,142337,1,1,1,0,0,0,3627,224,397,1837,50.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,424,47
25017368200,Massachusetts,Middlesex County,1,4294,1772,0,0,0,0,3.8,124375,0,0,0,0,0,0,1960,68,248,474,11.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,552,108
25017368300,Massachusetts,Middlesex County,1,5345,2435,0,0,0,0,8.6,96111,0,0,0,0,0,0,340,NULL,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,647,273
25017368400,Massachusetts,Middlesex County,1,8117,2319,0,0,0,0,16.4,126042,1,1,1,0,0,0,6235,191,778,1710,21.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1060,156
25017368500,Massachusetts,Middlesex County,1,3297,1786,0,0,0,1,15.9,69767,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1005,361
25017368600,Massachusetts,Middlesex County,1,5196,2327,0,0,0,0,17.9,91568,0,0,0,0,0,0,2287,NULL,831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1679,298
25017368700,Massachusetts,Middlesex County,1,2462,994,0,0,0,1,11.2,62468,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,773,118
25017368800,Massachusetts,Middlesex County,1,4741,1894,0,0,0,1,8.9,83050,0,0,0,0,0,0,1102,NULL,217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1499,272
25017368901,Massachusetts,Middlesex County,1,6801,2067,0,0,0,0,6.3,122755,1,1,1,0,0,0,5576,372,750,3155,46.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,778,96
25017368902,Massachusetts,Middlesex County,1,4320,1531,1,1,0,1,17.6,77250,1,1,1,0,0,0,2345,210,758,610,14.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1133,165
25017369000,Massachusetts,Middlesex County,1,1528,564,0,0,0,1,22,106080,0,0,0,0,0,0,1036,108,343,326,21.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,459,17
25017369100,Massachusetts,Middlesex County,1,4803,1973,0,0,0,0,3.7,127264,0,0,0,0,0,0,3118,0,253,5,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,612,72
25017370101,Massachusetts,Middlesex County,1,6488,2842,0,0,0,0,11.7,115985,0,0,0,0,0,1,2140,NULL,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1304,279
25017370102,Massachusetts,Middlesex County,1,6751,3281,0,0,0,0,9.4,124833,0,0,0,0,0,1,3719,NULL,821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1416,499
25017370201,Massachusetts,Middlesex County,1,3757,1744,0,0,0,0,5.4,146923,0,0,0,0,0,0,2058,NULL,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,344,75
25017370202,Massachusetts,Middlesex County,1,4149,1778,0,0,0,0,4,131023,0,0,0,0,0,0,4117,NULL,346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,346,52
25017370300,Massachusetts,Middlesex County,1,5644,2738,0,0,0,0,7.6,94583,0,0,0,0,0,0,596,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,881,387
25017370400,Massachusetts,Middlesex County,1,5126,2326,0,0,0,0,5.7,109375,0,0,0,0,0,1,3201,NULL,282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,576,308
25017373100,Massachusetts,Middlesex County,1,4755,2085,0,0,0,0,2.6,135000,0,0,0,0,0,1,3030,18,260,123,2.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,345,193
25017373200,Massachusetts,Middlesex County,1,4391,1936,0,0,0,0,4.9,118897,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,782,213
25017373300,Massachusetts,Middlesex County,1,2799,1194,0,0,0,0,7.5,138864,0,0,0,0,0,0,10,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,705,123
25017373400,Massachusetts,Middlesex County,1,3204,1353,0,0,0,0,2.6,166012,0,0,0,0,0,0,501,NULL,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,477,123
25017373500,Massachusetts,Middlesex County,1,6187,1945,0,0,0,0,4.3,242750,1,1,1,0,0,0,6177,156,727,1477,23.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,573,71
25017373600,Massachusetts,Middlesex County,1,6026,988,0,0,0,0,10,224643,1,1,1,0,0,0,4568,89,806,617,10.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,439,71
25017373700,Massachusetts,Middlesex County,1,3790,1363,0,0,0,0,2.2,250001,0,0,0,0,0,0,2437,NULL,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181,18
25017373800,Massachusetts,Middlesex County,1,5923,2398,0,0,0,0,5.1,193185,0,0,0,0,0,0,1145,NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,660,149
25017373900,Massachusetts,Middlesex County,1,6373,2485,0,0,0,0,3.8,237984,1,1,1,0,0,1,4892,113,392,2119,33.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,598,159
25017374000,Massachusetts,Middlesex County,1,5237,1721,0,0,0,0,7.5,164375,1,1,1,0,0,0,3094,256,298,2689,51.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,481,119
25017374100,Massachusetts,Middlesex County,1,4647,1914,0,0,0,0,2.6,149545,0,0,0,0,0,0,157,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,448,135
25017374200,Massachusetts,Middlesex County,1,4194,1544,0,0,0,0,2,194141,0,0,0,0,0,0,1464,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207,36
25017374300,Massachusetts,Middlesex County,1,3494,1300,0,0,0,0,2.2,250001,0,0,0,0,0,0,1649,4,59,96,2.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,92
25017374400,Massachusetts,Middlesex County,1,5743,2156,0,0,0,0,5.9,249167,0,0,0,0,0,1,2928,NULL,226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478,203
25017374500,Massachusetts,Middlesex County,1,4339,1651,0,0,0,0,3.7,166375,0,0,0,0,0,0,831,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,483,89
25017374600,Massachusetts,Middlesex County,1,4829,1884,0,0,0,0,2.2,156007,0,0,0,0,0,0,4060,NULL,335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,417,93
25017374700,Massachusetts,Middlesex County,1,4477,1788,0,0,0,0,6.7,136250,0,0,0,0,0,0,1660,4,219,35,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,810,58
25017374800,Massachusetts,Middlesex County,1,4738,1463,0,0,0,0,2.8,171071,1,1,1,0,0,0,3387,109,312,1267,26.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252,106
25017382100,Massachusetts,Middlesex County,1,4911,1801,0,0,0,0,1.1,139773,1,1,1,0,0,0,2991,30,80,1629,33.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,227,95
25017382200,Massachusetts,Middlesex County,1,5158,1962,0,0,0,0,3.5,152656,1,1,1,0,0,0,4266,200,324,2369,45.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,352,13
25017382300,Massachusetts,Middlesex County,1,5568,2108,0,0,0,0,2.3,186786,1,1,1,0,0,0,5568,570,570,5568,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,28
25017382400,Massachusetts,Middlesex County,1,4523,1818,0,0,0,0,2.5,161563,1,1,1,0,0,1,4116,249,406,2206,48.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,492,159
25017382500,Massachusetts,Middlesex County,1,4418,1835,0,0,0,0,2.7,141025,0,0,0,0,0,0,3647,29,351,161,3.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,81
25017382601,Massachusetts,Middlesex County,1,4269,2185,0,0,0,0,4.4,109439,0,0,0,0,0,1,3581,NULL,653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,885,113
25017382602,Massachusetts,Middlesex County,1,4159,1697,0,0,0,0,3.7,150313,0,0,0,0,0,0,2449,NULL,222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,437,152
25017383101,Massachusetts,Middlesex County,1,4217,1238,0,0,0,1,25.9,41729,0,0,0,0,0,0,2005,48,1055,94,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1949,216
25017383102,Massachusetts,Middlesex County,1,4923,1742,0,0,0,1,22.5,40027,0,0,0,0,0,0,1210,19,618,35,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2972,293
25017383200,Massachusetts,Middlesex County,1,6046,2047,1,1,1,1,12.5,72568,1,1,1,0,0,1,3701,215,1082,634,10.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1734,250
25017383300,Massachusetts,Middlesex County,1,3042,1298,0,0,0,0,7.4,90781,0,0,0,0,0,1,2218,11,438,100,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,605,287
25017383400,Massachusetts,Middlesex County,1,5540,2168,0,0,0,1,12.4,83841,0,0,0,0,0,0,2086,NULL,519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1973,108
25017383501,Massachusetts,Middlesex County,1,4259,1989,0,0,1,1,15.1,81225,0,0,0,0,0,1,1908,NULL,733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1915,312
25017383502,Massachusetts,Middlesex County,1,3773,1024,0,0,0,0,8.5,152917,0,0,0,0,0,0,1088,NULL,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235,38
25017383600,Massachusetts,Middlesex County,1,6138,2398,0,0,0,0,7.5,98958,0,0,0,0,0,0,1067,0,193,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1205,281
25017383700,Massachusetts,Middlesex County,1,5213,2053,0,0,0,0,3.2,140421,1,1,1,0,0,0,4477,301,675,1746,33.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,614,88
25017383800,Massachusetts,Middlesex County,1,5360,2166,0,0,0,0,3.6,128139,1,1,1,0,0,0,5360,547,560,5272,98.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,618,44
25017383901,Massachusetts,Middlesex County,1,7628,2973,0,0,0,0,3.4,133871,1,1,1,0,0,1,7616,562,654,6463,84.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,666,298
25017383902,Massachusetts,Middlesex County,1,5227,1904,0,0,0,0,1.1,168947,1,1,1,0,0,0,5224,254,284,4595,87.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295,34
25017384001,Massachusetts,Middlesex County,1,1437,553,0,0,0,0,6.9,126875,0,0,0,0,0,0,497,20,62,160,11.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188,11
25017384002,Massachusetts,Middlesex County,1,5515,2620,0,0,0,0,10.1,89615,1,1,1,0,0,1,4379,503,1039,2326,42.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1240,229
25017385100,Massachusetts,Middlesex County,1,6717,2350,0,0,0,0,4.1,162944,1,1,1,0,0,0,6717,658,658,6717,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,662,96
25017385201,Massachusetts,Middlesex County,1,2568,1058,0,0,0,0,3.1,115391,1,1,1,0,0,0,2568,338,395,2153,83.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397,30
25017385202,Massachusetts,Middlesex County,1,7308,2977,0,0,0,0,3.5,129563,1,1,1,0,0,0,3664,139,355,982,13.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702,43
25017386100,Massachusetts,Middlesex County,0,4119,1438,0,0,0,0,3.3,194792,0,0,0,0,0,0,NULL,NULL,NULL,3955,96.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,10
25017387100,Massachusetts,Middlesex County,1,4257,1550,0,0,0,0,1.5,146811,1,1,1,0,0,0,4257,320,320,4257,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314,67
25017387201,Massachusetts,Middlesex County,1,5464,2068,0,0,0,0,1.2,139135,1,1,1,0,0,0,5424,278,334,4562,83.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,64
25017387202,Massachusetts,Middlesex County,1,3826,1322,0,0,0,0,2.1,160556,1,1,1,0,0,0,3826,255,256,3802,99.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,293,36
25017388100,Massachusetts,Middlesex County,1,4996,1949,0,0,0,0,5.4,152083,1,1,1,0,0,0,4926,502,572,4299,86.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,704,44
25017388200,Massachusetts,Middlesex County,1,7211,2264,1,1,0,1,6.4,74443,1,1,1,0,0,0,7211,1756,1756,7211,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1373,41
25017388300,Massachusetts,Middlesex County,1,5420,1669,0,0,0,1,56.1,19583,0,0,0,0,0,0,920,NULL,659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2933,884
25019950100,Massachusetts,Nantucket County,1,1375,726,0,0,0,0,13.7,128060,0,0,0,0,0,0,549,31,115,148,10.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,50
25019950200,Massachusetts,Nantucket County,1,4869,1896,0,0,0,0,9.3,116447,0,0,0,0,0,0,2566,122,502,318,6.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,863,159
25019950307,Massachusetts,Nantucket County,0,342,164,0,0,0,1,7.8,64899,0,0,0,0,0,0,0,0,0,341,99.82,0,0,0,0,NULL,NULL,NULL,NULL,51,2
25019950400,Massachusetts,Nantucket County,1,2422,922,0,0,0,0,6,124073,1,1,1,0,0,0,1893,137,280,920,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,403,5
25019950500,Massachusetts,Nantucket County,0,1164,521,0,0,0,0,5.7,110625,0,0,0,0,0,0,NULL,NULL,NULL,986,84.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,22
25021400100,Massachusetts,Norfolk County,1,4977,2314,0,0,0,0,19.8,153504,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1395,977
25021400200,Massachusetts,Norfolk County,1,6132,2839,0,0,0,1,26.5,90977,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2036,1187
25021400300,Massachusetts,Norfolk County,1,4110,1601,0,0,0,0,9.1,145972,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,803,362
25021400400,Massachusetts,Norfolk County,1,5449,2737,0,0,0,0,7.9,156439,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,724,942
25021400500,Massachusetts,Norfolk County,1,5173,2388,0,0,0,0,10.6,157847,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,811,564
25021400600,Massachusetts,Norfolk County,1,5177,2116,0,0,0,0,4.4,166190,0,0,0,0,0,0,558,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,587,498
25021400700,Massachusetts,Norfolk County,1,3598,1400,0,0,0,0,7.9,170556,0,0,0,0,0,0,1156,NULL,202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,193
25021400800,Massachusetts,Norfolk County,1,5630,2529,0,0,0,0,11.7,143594,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,967,779
25021400900,Massachusetts,Norfolk County,1,3865,1937,0,0,0,1,17,85167,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1294,694
25021401000,Massachusetts,Norfolk County,1,3149,1271,0,0,0,0,10.3,131375,0,0,0,0,0,1,1974,NULL,344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,685,271
25021401100,Massachusetts,Norfolk County,1,4441,1547,0,0,0,0,6.6,190938,1,1,1,0,0,1,3575,103,525,651,14.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,566,127
25021401200,Massachusetts,Norfolk County,1,7031,2413,0,0,0,0,6.5,192049,1,1,1,0,0,0,5271,185,512,1590,22.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,573,113
25021402101,Massachusetts,Norfolk County,1,3634,1505,0,0,0,0,3.3,125568,1,1,1,0,0,1,3116,148,454,850,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457,126
25021402102,Massachusetts,Norfolk County,1,4063,1643,0,0,0,0,12.2,105050,0,0,0,0,0,1,3636,55,860,144,3.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1098,199
25021402200,Massachusetts,Norfolk County,1,2169,831,0,0,0,0,3.3,123750,1,1,1,0,0,0,2169,169,265,1400,64.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,44
25021402300,Massachusetts,Norfolk County,1,4549,1612,0,0,0,0,1.5,133289,1,1,1,0,0,0,4508,171,322,2359,51.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,48
25021402400,Massachusetts,Norfolk County,1,6050,2507,0,0,0,0,4.1,137092,1,1,1,0,0,0,3859,85,316,1180,19.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,902,217
25021402500,Massachusetts,Norfolk County,1,4264,1553,0,0,0,0,3.4,167278,1,1,1,0,0,1,2977,113,273,1557,36.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,486,154
25021403100,Massachusetts,Norfolk County,1,6841,2301,0,0,0,0,0,195938,1,1,1,0,0,0,6529,81,186,3151,46.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,39
25021403300,Massachusetts,Norfolk County,1,4222,1401,0,0,0,0,0.9,196597,1,1,1,0,0,0,2191,20,57,781,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,141,70
25021403400,Massachusetts,Norfolk County,1,6488,2411,0,0,0,0,3.5,164056,1,1,1,0,0,1,4797,126,292,2208,34.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,466,219
25021403500,Massachusetts,Norfolk County,1,5684,2110,0,0,0,0,6.6,163906,0,0,0,0,0,0,3961,9,527,160,2.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,775,182
25021404100,Massachusetts,Norfolk County,1,4025,1395,0,0,0,0,7.8,186389,1,1,1,0,0,0,4025,427,495,3544,88.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,535,83
25021404201,Massachusetts,Norfolk County,1,3658,1191,0,0,0,0,3.3,250001,1,1,1,0,0,0,3595,172,203,2280,62.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228,97
25021404202,Massachusetts,Norfolk County,1,4986,1292,0,0,0,0,3.9,245139,1,1,1,0,0,0,3682,96,207,1222,24.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199,49
25021404301,Massachusetts,Norfolk County,1,5508,1809,0,0,0,0,3.6,250001,1,1,1,0,0,0,5505,315,375,4675,84.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,378,0
25021404302,Massachusetts,Norfolk County,1,3529,1340,0,0,0,0,1.3,188317,1,1,1,0,0,0,2058,8,37,539,15.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,18
25021404400,Massachusetts,Norfolk County,1,6276,1668,0,0,0,0,4.2,250001,1,1,1,0,0,0,4401,48,300,865,13.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,137
25021405100,Massachusetts,Norfolk County,1,5589,1869,0,0,0,0,0.9,249276,1,1,1,0,0,0,5029,83,105,3993,71.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,27
25021406101,Massachusetts,Norfolk County,1,5537,1919,0,0,0,0,4,161103,1,1,1,0,0,0,3950,54,319,1854,33.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,684,52
25021406102,Massachusetts,Norfolk County,1,6487,2198,0,0,0,0,2.7,182159,1,1,1,0,0,0,4993,307,453,3313,51.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,582,45
25021407100,Massachusetts,Norfolk County,1,7891,3030,0,0,0,0,2.1,114491,1,1,1,0,0,0,5817,295,612,3452,43.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,829,85
25021408101,Massachusetts,Norfolk County,1,7962,2631,0,0,0,0,4.8,156520,1,1,1,0,0,0,6813,325,490,4679,58.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586,25
25021408102,Massachusetts,Norfolk County,1,4790,1804,0,0,0,0,7,125167,1,1,1,0,0,0,4623,333,641,2814,58.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,667,48
25021409101,Massachusetts,Norfolk County,1,6217,1385,0,0,0,0,2.1,161250,1,1,1,0,0,0,6217,285,323,5941,95.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240,34
25021409102,Massachusetts,Norfolk County,1,5010,1664,0,0,0,0,1.8,159688,1,1,1,0,0,0,5010,248,248,5010,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,256,48
25021410100,Massachusetts,Norfolk County,1,6142,2393,0,0,0,0,7.7,119022,1,1,1,0,0,0,4978,220,486,3369,54.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1078,136
25021410300,Massachusetts,Norfolk County,1,4423,1627,0,0,0,0,2.5,127930,1,1,1,0,0,0,4156,241,308,3266,73.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,337,16
25021410400,Massachusetts,Norfolk County,1,6300,2484,0,0,0,0,5.4,109643,1,1,1,0,0,0,6032,471,881,3177,50.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,898,48
25021411100,Massachusetts,Norfolk County,1,7972,2968,0,0,0,0,3.2,130893,1,1,1,0,0,1,7587,629,867,5524,69.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1018,167
25021411200,Massachusetts,Norfolk County,1,6562,2421,0,0,0,0,5.6,159722,0,0,0,0,0,0,4327,1,468,6,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,741,71
25021411301,Massachusetts,Norfolk County,1,5527,2007,0,0,0,0,1.6,155268,1,1,1,0,0,1,4626,108,211,2300,41.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,150
25021411302,Massachusetts,Norfolk County,1,4009,1334,0,0,0,0,8.7,118657,1,1,1,0,0,0,4009,532,565,3881,96.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,515,53
25021412100,Massachusetts,Norfolk County,1,6334,2249,0,0,0,0,2.6,181042,1,1,1,0,0,1,6333,526,553,5908,93.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,573,157
25021412200,Massachusetts,Norfolk County,1,3572,1403,0,0,0,0,2.4,193750,1,1,1,0,0,1,3554,153,163,3278,91.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181,116
25021412300,Massachusetts,Norfolk County,1,4712,1597,0,0,0,0,2.2,161860,0,0,0,0,0,0,2246,4,95,38,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200,22
25021413100,Massachusetts,Norfolk County,1,5854,2344,0,0,0,0,9.5,121341,0,0,0,0,0,0,2597,24,394,296,5.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,767,116
25021413200,Massachusetts,Norfolk County,1,6079,2692,0,0,0,0,18.6,92269,0,0,0,0,0,1,3699,8,827,50,0.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1582,409
25021413300,Massachusetts,Norfolk County,1,4954,1904,0,0,0,0,2.8,131797,0,0,0,0,0,0,3432,34,254,441,8.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,336,81
25021413401,Massachusetts,Norfolk County,1,3167,1506,0,0,0,0,2.7,118250,0,0,0,0,0,0,1114,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,436,201
25021413402,Massachusetts,Norfolk County,1,4244,1753,0,0,0,0,3.4,113542,0,0,0,0,0,0,827,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,373,62
25021413500,Massachusetts,Norfolk County,1,4304,1718,0,0,0,0,5.5,99335,0,0,0,0,0,0,3331,2,585,41,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,756,128
25021414100,Massachusetts,Norfolk County,0,5693,2042,0,0,0,0,2.3,141667,0,0,0,0,0,0,NULL,NULL,NULL,4139,72.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285,52
